,0,1,2,3,4,5,6,7,8,9,10,11
RandomForest4 (ERM) err,0.00543883410348367,0.007087022823613787,0.023259829395862408,0.05781121811984996,0.013547601874496162,0.07963557864842047,0.01394919492536939,0.024469891197813842,0.008237056378230856,0.007209517669411358,0.007871303998836177,0.007490713507507019
RandomForest4 (G-ERM) err,0.00543883410348367,0.007089114127389939,0.02232114800223184,0.05488446641582684,0.013604940670778387,0.07824427609932644,0.013697737099250096,0.024090344841082967,0.008226134012891517,0.007150290496409528,0.007877090857979885,0.007293983024935946
RandomForest4 (PREP) err,0.005345598799166962,0.006989535564555338,0.022194364392434995,0.05488446641582684,0.013445643108824401,0.07824427609932644,0.013697737099250096,0.024090344841082967,0.008095156699010841,0.007084395476742555,0.0078077557066174585,0.007283278889127609
RandomForest8 (ERM) err,0.005331993535838353,0.006937479467903851,0.022237213911494635,0.05623954583820984,0.013512679899750468,0.07674987936342173,0.01377471712334688,0.02354693893942733,0.008073047557067503,0.007067271626049754,0.007753788766333758,0.007301959901607258
RandomForest8 (G-ERM) err,0.005331993535838353,0.006962600785268558,0.022237213911494635,0.05512118079382011,0.013473417307804603,0.08373612180965662,0.01359155771681858,0.02439231628119598,0.008055769951630543,0.007018442310168016,0.007669816557989317,0.007233580621666125
RandomForest8 (PREP) err,0.005277596013077757,0.006894601035662085,0.02195961667907259,0.05512118079382011,0.013449625556718858,0.07064678341620292,0.013461660834211131,0.023748482254879022,0.0080043200895758,0.006982786986628242,0.0076676839978922495,0.007233580621666125
RandomForest16 (ERM) err,0.005334515230149606,0.0069533491383791945,0.02209578302742171,0.057628987829572764,0.01350877550736368,0.07751018841464186,0.013718368645714352,0.023792355471180804,0.008078184866343097,0.007069598444914504,0.007691998880839324,0.007371798965842835
RandomForest16 (G-ERM) err,0.005334515230149606,0.006985007775829388,0.022341765914928036,0.058976487471288974,0.013960428196365116,0.08422812775451405,0.01377471712334688,0.025179931265905342,0.008078184866343097,0.007137117335174359,0.007714315205682054,0.007424213795419521
RandomForest16 (PREP) err,0.005334515230149606,0.0069533491383791945,0.02209578302742171,0.057628987829572764,0.01350877550736368,0.07751018841464186,0.013718368645714352,0.023792355471180804,0.008078184866343097,0.007069598444914504,0.007691998880839324,0.007371798965842835
RandomForest (ERM) err,0.005316899330141067,0.006938417939919672,0.021465611585853306,0.05535349693788688,0.013668632148338633,0.07514858743230562,0.01365936392129058,0.023704278518345112,0.008000092756258237,0.007086233628792904,0.007721495479340756,0.0072918484507002446
RandomForest (G-ERM) err,0.005316899330141067,0.006930892742647965,0.021452449761056702,0.057058126800204556,0.013745439216916788,0.08092704351727975,0.013710905030736131,0.023922007873673268,0.007994030885180303,0.007104022575033009,0.007723028665576892,0.007283278889127609
RandomForest (PREP) err,0.005305833420027661,0.0069200053401567985,0.021439247470163292,0.05665713905545361,0.013672336299530408,0.07253633421438593,0.01361183884237821,0.02377046007755318,0.007979986385793392,0.0070737766361241294,0.0076987875836032615,0.007283278889127609
XGBoost (ERM) err,0.005200268380919859,0.006785898644479149,0.02141272122575366,0.0560244428040379,0.01313266024772522,0.07514858743230562,0.013421274693667051,0.022773746171608766,0.007884849812358707,0.006880531723739758,0.007535013628567122,0.007146274611115999
XGBoost (G-ERM) err,0.005200268380919859,0.006789007440356043,0.021732775300169815,0.057442746594373206,0.01325285455244618,0.08029360659817786,0.013483689712908975,0.023748482254879022,0.007887467531074832,0.006895780915433913,0.007547860185282529,0.0071799318519236155
XGBoost (PREP) err,0.005200268380919859,0.006785898644479149,0.02141272122575366,0.0560244428040379,0.01313266024772522,0.07514858743230562,0.013421274693667051,0.022773746171608766,0.007884849812358707,0.006880531723739758,0.007535013628567122,0.007146274611115999
MLP (ERM) err,0.005331993535838353,0.0069877262759721614,0.022050997618787704,0.05665713905545361,0.013393422760386908,0.07824427609932644,0.013615861155886921,0.023943331759011255,0.008058665962263178,0.007078865737173923,0.0077127711248703434,0.007344282397692692
MLP (G-ERM) err,0.005331993535838353,0.0070039224097029895,0.022402747755769725,0.06019882807607374,0.01363882970068142,0.08322115291209337,0.013725788038691622,0.02501338567614858,0.008074191011041176,0.007095386265960679,0.0077492999322387734,0.007312001151555836
MLP (PREP) err,0.005320741718182143,0.0069561311065992615,0.022028379255960573,0.05623954583820984,0.013373115035187066,0.07824427609932644,0.01363580366438244,0.02402782040889595,0.008042363452656631,0.0070630732546747566,0.0077127711248703434,0.007312001151555836
